Month,Day,Time,Quantity,Cost
Mar,21,12.4333333333,86,29238400.0
Mar,22,12.4333333333,87,29197600.0
Mar,23,12.4333333333,35,29286600.0
Mar,24,12.4333333333,77,29112500.0
Mar,25,12.4333333333,152,28900000.0
Mar,26,12.4333333333,53,29133600.0
Mar,27,12.4333333333,52,29119300.0
Mar,28,12.4333333333,66,29150000.0
Mar,29,12.4333333333,74,29184400.0
Mar,30,12.4333333333,60,29129000.0
Mar,31,12.4333333333,102,29320600.0
Apr,1,12.4333333333,220,29600000.0
Apr,2,12.4333333333,137,30100000.0
Apr,3,12.4333333333,134,29914300.0
Apr,4,12.4333333333,136,29814300.0
Apr,5,12.4333333333,156,30000000.0
Apr,6,12.4333333333,48,30077100.0
Apr,7,12.4333333333,87,30000000.0
Apr,8,12.4333333333,117,29700800.0
Apr,9,12.4333333333,46,29714700.0
Apr,10,12.4333333333,135,29700000.0
Apr,11,12.4333333333,90,29698600.0
Apr,12,12.4333333333,83,29680800.0
Apr,13,12.4333333333,17,29638000.0
Apr,14,12.4333333333,46,29750000.0
Apr,15,12.4333333333,69,29503100.0
Apr,16,12.4333333333,43,29527500.0
Apr,17,12.4333333333,82,29567600.0
Apr,18,12.4333333333,40,29509200.0
Apr,19,12.4333333333,158,29577900.0
Apr,20,12.4333333333,67,29673800.0
Apr,21,12.4333333333,59,29699000.0
Apr,22,12.4333333333,63,29600000.0
Apr,23,12.4333333333,45,29593000.0
Apr,24,12.4333333333,33,29695500.0
Apr,25,12.4333333333,23,29700000.0
Apr,26,12.4333333333,90,29600000.0
Apr,27,12.4333333333,29,29500000.0
Apr,28,12.4333333333,56,29594800.0
Apr,29,12.4333333333,62,29650000.0
Apr,30,12.4333333333,110,29495600.0
May,1,12.4333333333,168,29600000.0
May,2,12.4333333333,63,29855800.0
May,3,12.4333333333,99,29600000.0
May,4,12.4333333333,43,29641700.0
May,5,12.4333333333,39,29650000.0
May,6,12.4333333333,36,29600000.0
May,7,12.4333333333,35,29512500.0
May,8,12.4333333333,48,29500500.0
May,9,12.4333333333,76,29422700.0
May,10,12.4333333333,62,29317000.0
May,11,12.4333333333,33,29190200.0
May,12,12.4333333333,34,29368600.0
May,13,12.4333333333,112,29300000.0
May,14,12.4333333333,108,29150000.0
May,15,12.4333333333,57,29103400.0
May,16,12.4333333333,43,29135000.0
May,17,12.4333333333,56,29100000.0
May,18,12.4333333333,69,29193500.0
May,19,12.4333333333,77,29081700.0
May,20,12.4333333333,52,29000000.0
May,21,12.4333333333,40,29000000.0
May,22,12.4333333333,62,28867100.0
May,23,12.4333333333,91,29002200.0
May,24,12.4333333333,44,29112500.0
May,25,12.4333333333,144,29143500.0
May,26,12.4333333333,51,29112900.0
May,27,12.4333333333,57,29190000.0
May,28,12.4333333333,57,29374900.0
May,29,12.4333333333,57,29316900.0
May,30,12.4333333333,92,29214700.0
May,31,12.4333333333,73,29328800.0
Jun,1,12.4333333333,112,29245600.0
Jun,2,12.4333333333,187,29263900.0
Jun,3,12.4333333333,133,29244400.0
Jun,4,12.4333333333,123,28900000.0
Jun,5,12.4333333333,127,29000000.0
Jun,6,12.4333333333,66,29149800.0
Jun,7,12.4333333333,72,28918700.0
Jun,8,12.4333333333,59,29030700.0
Jun,9,12.4333333333,89,29000000.0
Jun,10,12.4333333333,144,28744700.0
Jun,11,12.4333333333,69,28993500.0
Jun,12,12.4333333333,159,28746400.0
Jun,13,12.4333333333,118,28800000.0
Jun,14,12.4333333333,88,28800000.0
Jun,15,12.4333333333,69,28906400.0
Jun,16,12.4333333333,41,29000000.0
Jun,17,12.4333333333,58,28976400.0
Jun,18,12.4333333333,43,29078500.0
Jun,19,12.4333333333,44,29100000.0
Jun,20,12.4333333333,45,29211700.0
Jun,21,12.4333333333,113,29067800.0
Jun,22,12.4333333333,112,29022900.0
Jun,23,12.4333333333,41,29175000.0
Jun,24,12.4333333333,60,29045200.0
Jun,25,12.4333333333,87,29000000.0
Jun,26,12.4333333333,47,29104300.0
Jun,27,12.4333333333,47,29200000.0
Jun,28,12.4333333333,52,29275200.0
Jun,29,12.4333333333,58,29437900.0
Jun,30,12.4333333333,137,29489900.0
Jul,1,12.4333333333,287,29650800.0
Jul,2,12.4333333333,123,29637500.0
Jul,3,12.4333333333,77,29300000.0
Jul,4,12.4333333333,81,29045400.0
Jul,5,12.4333333333,55,28963100.0
Jul,6,12.4333333333,67,28950000.0
Jul,7,12.4333333333,102,29000000.0
Jul,8,12.4333333333,83,28900000.0
Jul,9,12.4333333333,75,28900000.0
Jul,10,12.4333333333,22,28950000.0
Jul,11,12.4333333333,75,28990000.0
Jul,12,12.4333333333,39,29046200.0
Jul,13,12.4333333333,51,28930000.0
Jul,14,12.4333333333,91,28200000.0
Jul,15,12.4333333333,101,28735000.0
Jul,16,12.4333333333,82,28758800.0
Jul,17,12.4333333333,56,28910400.0
Jul,18,12.4333333333,101,28937500.0
Jul,19,12.4333333333,66,28963700.0
Jul,20,12.4333333333,46,29005300.0
Jul,21,12.4333333333,124,28948400.0
Jul,22,12.4333333333,252,29000000.0
Jul,23,12.4333333333,75,28729800.0
Jul,24,12.4333333333,161,28674600.0
Jul,25,12.4333333333,48,28850000.0
Jul,26,12.4333333333,65,28500000.0
Jul,27,12.4333333333,66,28500000.0
Jul,28,12.4333333333,77,28750000.0
Jul,29,12.4333333333,103,28844200.0
Jul,30,12.4333333333,88,28900000.0
Jul,31,12.4333333333,67,29189800.0
Aug,1,12.4333333333,93,29025000.0
Aug,2,12.4333333333,144,29251800.0
Aug,3,12.4333333333,95,29150000.0
Aug,4,12.4333333333,57,29299500.0
Aug,5,12.4333333333,70,29100000.0
Aug,6,12.4333333333,70,29069200.0
Aug,7,12.4333333333,137,29000000.0
Aug,8,12.4333333333,68,29059700.0
Aug,9,12.4333333333,73,29100000.0
Aug,10,12.4333333333,74,29000000.0
Aug,11,12.4333333333,91,28900000.0
Aug,12,12.4333333333,85,28695800.0
Aug,13,12.4333333333,74,28750000.0
Aug,14,12.4333333333,74,28750000.0
Aug,15,12.4333333333,150,28800000.0
Aug,16,12.4333333333,59,28970900.0
Aug,17,12.4333333333,28,28800000.0
Aug,18,12.4333333333,93,28780600.0
Aug,19,12.4333333333,74,28600000.0
Aug,20,12.4333333333,113,28860900.0
Aug,21,12.4333333333,40,28800000.0
Aug,22,12.4333333333,68,28939400.0
Aug,23,12.4333333333,67,28800000.0
Aug,24,12.4333333333,46,28863800.0
Aug,25,12.4333333333,63,28841400.0
Aug,26,12.4333333333,105,28800000.0
Aug,27,12.4333333333,45,28949800.0
Aug,28,12.4333333333,53,29023000.0
Aug,29,12.4333333333,82,29150000.0
Aug,30,12.4333333333,60,29223500.0
Aug,31,12.4333333333,97,29452700.0
Sep,1,12.4333333333,104,29668900.0
Sep,2,12.4333333333,63,29519400.0
Sep,3,12.4333333333,44,29415800.0
Sep,4,12.4333333333,55,29335900.0
Sep,5,12.4333333333,63,29200000.0
Sep,6,12.4333333333,56,29203000.0
Sep,7,12.4333333333,43,29294900.0
Sep,8,12.4333333333,57,28999600.0
Sep,9,12.4333333333,58,28974800.0
Sep,10,12.4333333333,48,29044200.0
Sep,11,12.4333333333,76,29075000.0
Sep,12,12.4333333333,51,29000000.0
Sep,13,12.4333333333,142,28575500.0
Sep,14,12.4333333333,60,28800000.0
Sep,15,12.4333333333,127,28899900.0
Sep,16,12.4333333333,45,29006900.0
Sep,17,12.4333333333,109,28700000.0
Sep,18,12.4333333333,68,28762000.0
Sep,19,12.4333333333,95,28609800.0
Sep,20,12.4333333333,42,28700000.0
Sep,21,12.4333333333,60,28800000.0
Sep,22,12.4333333333,98,28900000.0
Sep,23,12.4333333333,134,29043200.0
Sep,24,12.4333333333,150,29535800.0
Sep,25,12.4333333333,69,30000000.0
Sep,26,12.4333333333,46,30518800.0
Sep,27,12.4333333333,55,30500000.0
Sep,28,12.4333333333,51,30500000.0
Sep,29,12.4333333333,90,30400000.0
Sep,30,12.4333333333,323,33997900.0
Oct,1,12.4333333333,183,33645000.0
Oct,2,12.4333333333,155,34170000.0
Oct,3,12.4333333333,26,33873200.0
Oct,4,12.4333333333,81,33562500.0
Oct,5,12.4333333333,28,33500000.0
Oct,6,12.4333333333,48,33190000.0
Oct,7,12.4333333333,90,31327400.0
Oct,8,12.4333333333,93,30149000.0
Oct,9,12.4333333333,43,30348900.0
Oct,10,12.4333333333,38,30690200.0
Oct,11,12.4333333333,48,30700000.0
Oct,12,12.4333333333,135,31000000.0
Oct,13,12.4333333333,108,30066700.0
Oct,14,12.4333333333,72,30000000.0
Oct,15,12.4333333333,46,30000000.0
Oct,16,12.4333333333,64,30096300.0
Oct,17,12.4333333333,77,30000000.0
Oct,18,12.4333333333,222,29600000.0
Oct,19,12.4333333333,55,30189000.0
Oct,20,12.4333333333,65,30500000.0
Oct,21,12.4333333333,140,31796800.0
Oct,22,12.4333333333,68,30852800.0
Oct,23,12.4333333333,117,31000000.0
Oct,24,12.4333333333,112,30549900.0
Oct,25,12.4333333333,100,30900000.0
Oct,26,12.4333333333,61,31400000.0
Oct,27,12.4333333333,123,31295000.0
Oct,28,12.4333333333,70,31240000.0
Oct,29,12.4333333333,67,31150000.0
Oct,30,12.4333333333,53,31318800.0
Oct,31,12.4333333333,82,31468100.0
Nov,1,12.4333333333,141,31307500.0
Nov,2,12.4333333333,192,31629600.0
Nov,3,12.4333333333,151,31215200.0
Nov,4,12.4333333333,160,31000000.0
Nov,5,12.4333333333,85,30040000.0
Nov,6,12.4333333333,96,30214200.0
Nov,7,12.4333333333,87,30000000.0
Nov,8,12.4333333333,160,29862500.0
Nov,9,12.4333333333,64,30000000.0
Nov,10,12.4333333333,90,30000000.0
Nov,11,12.4333333333,90,29850000.0
Nov,12,12.4333333333,61,29941100.0
Nov,13,12.4333333333,108,29670800.0
Nov,14,12.4333333333,39,30000000.0
Nov,15,12.4333333333,101,30026000.0
Nov,16,12.4333333333,70,30055500.0
Nov,17,12.4333333333,68,30054700.0
Nov,18,12.4333333333,41,30006500.0
Nov,19,12.4333333333,72,29973100.0
Nov,20,12.4333333333,89,29900000.0
Nov,21,12.4333333333,53,29974100.0
Nov,22,12.4333333333,71,30000000.0
Nov,23,12.4333333333,109,30000000.0
Nov,24,12.4333333333,72,29998800.0
Nov,25,12.4333333333,78,30000000.0
Nov,26,12.4333333333,88,29871000.0
Nov,27,12.4333333333,76,29900000.0
Nov,28,12.4333333333,58,29978700.0
Nov,29,12.4333333333,29,30000000.0
Nov,30,12.4333333333,47,30100000.0
Dec,1,12.4333333333,121,30500000.0
Dec,2,12.4333333333,117,30922500.0
Dec,3,12.4333333333,98,30400000.0
Dec,4,12.4333333333,112,30100000.0
Dec,5,12.4333333333,46,30344500.0
Dec,6,12.4333333333,56,30425000.0
Dec,7,12.4333333333,67,30194000.0
Dec,8,12.4333333333,49,30000000.0
Dec,9,12.4333333333,108,30000000.0
Dec,10,12.4333333333,75,30040000.0
Dec,11,12.4333333333,124,30000000.0
Dec,12,12.4333333333,120,30000000.0
Dec,13,12.4333333333,97,30000000.0
Dec,14,12.4333333333,88,29928500.0
Dec,15,12.4333333333,89,29950000.0
Dec,16,12.4333333333,159,29848500.0
Dec,17,12.4333333333,124,29800000.0
Dec,18,12.4333333333,183,29697100.0
Dec,19,12.4333333333,160,29100000.0
Dec,20,12.4333333333,284,28750000.0
Dec,21,12.4333333333,177,29000000.0
Dec,22,12.4333333333,154,28772400.0
Dec,23,12.4333333333,182,28650000.0
Dec,24,12.4333333333,215,28625000.0
Dec,25,12.4333333333,186,28741000.0
Dec,26,12.4333333333,260,28437500.0
Dec,27,12.4333333333,183,28376800.0
Dec,28,12.4333333333,240,28400000.0
Dec,29,12.4333333333,179,28500000.0
Dec,30,12.4333333333,143,28750000.0
Dec,31,12.4333333333,183,28850000.0
